label,hosts,n,p50_ms,p90_ms,p95_ms,p99_ms,mean_ms,std_ms,min_ms,max_ms,throughput_msg_s,duration_s
single,10,25299,6034.697,6628.5832,6800.498,7119.811060000001,5811.032887663544,1214.7171570822861,66.245,8985.521999999999,275.6079140781812,91.79199993610382
